40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	0	0	0	0	0	0	
40	1	9	10	10	10	10	
40	1	8	8	9	8	9	
40	1	4	4	4	4	4	
40	1	4	4	4	4	4	
40	1	4	4	4	4	4	
40	1	2	2	2	2	2	
40	1	2	2	2	2	2	
40	1	7	7	7	7	7	
40	1	7	7	7	7	7	
40	1	5	5	5	5	5	
40	1	8	9	9	9	9	
40	1	2	2	2	2	2	
40	1	1	1	1	1	1	
40	1	3	3	3	3	3	
40	1	8	9	9	9	9	
40	1	6	6	6	6	6	
40	1	9	10	10	10	10	
40	1	3	3	3	3	3	
40	1	4	4	4	4	4	
40	1	3	3	3	3	3	
40	1	1	1	1	1	1	
40	1	7	7	7	7	7	
40	1	8	9	9	9	9	
40	1	9	10	10	10	10	
40	1	7	7	7	7	7	
40	1	5	5	5	5	5	
40	1	6	6	6	6	6	
40	1	8	9	9	9	9	
40	1	6	6	6	6	6	
40	1	8	9	9	9	9	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
40	2	10	11	11	11	11	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
96	6	21	23	24	23	23	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	3	11	12	12	12	12	
163	5	15	16	16	16	16	
163	5	17	19	20	19	19	
163	5	15	16	16	16	16	
163	5	18	20	21	20	20	
163	5	17	19	20	19	19	
163	5	17	19	20	19	19	
163	5	20	22	23	22	22	
163	5	13	14	14	14	14	
163	5	16	17	18	17	17	
163	5	16	18	18	17	17	
163	5	17	19	20	19	19	
163	5	18	20	21	20	20	
163	5	14	15	15	15	15	
163	5	16	18	19	18	18	
163	4	12	13	13	13	13	
163	5	13	14	14	14	14	
163	5	19	21	22	21	21	
163	5	14	15	15	15	15	
163	5	15	16	16	16	16	
163	5	16	18	19	18	18	
163	5	19	21	22	21	21	
163	5	19	21	22	21	21	
163	5	17	19	20	19	19	
163	5	16	18	19	18	18	
163	4	12	13	13	13	13	
163	5	18	20	21	20	20	
163	5	20	22	23	22	22	
163	5	16	18	19	18	18	
163	5	16	18	19	18	18	
163	4	12	13	13	13	13	
191	7	27	29	30	29	29	
191	7	28	30	32	30	30	
191	7	24	26	27	26	26	
191	7	28	31	32	30	30	
191	7	23	25	26	25	25	
191	7	25	27	28	27	27	
191	7	25	27	28	27	27	
191	7	22	24	25	24	24	
191	7	29	33	35	33	33	
191	7	29	33	35	33	33	
191	7	22	24	25	24	24	
191	8	30	34	36	34	34	
191	7	28	32	33	32	31	
191	7	25	27	28	27	27	
191	7	24	26	27	26	26	
191	7	23	25	26	25	25	
191	7	28	32	34	32	32	
191	7	28	31	32	30	30	
191	7	28	32	34	32	32	
191	7	28	32	34	32	32	
191	7	22	24	25	24	24	
191	7	26	28	29	28	28	
191	7	22	24	25	24	24	
191	8	30	34	36	34	34	
191	7	28	32	34	32	32	
191	7	23	25	26	25	25	
191	7	26	28	29	28	28	
191	7	29	33	35	33	33	
191	7	28	32	34	32	32	
191	7	27	29	30	29	29	
191	9	36	41	44	41	41	
191	9	38	43	46	43	43	
191	9	37	42	45	42	42	
191	9	35	39	42	39	39	
191	9	32	36	38	36	36	
191	9	35	40	42	39	39	
191	9	35	40	43	40	40	
191	9	35	40	43	40	40	
191	9	34	38	40	38	38	
191	9	35	40	43	40	40	
191	9	38	43	46	43	43	
191	9	31	35	37	35	35	
191	9	34	38	40	38	38	
191	9	33	37	39	37	37	
191	9	34	38	40	38	38	
191	9	36	41	44	41	41	
191	9	32	36	38	36	36	
191	9	39	44	47	44	44	
191	9	33	37	39	37	37	
191	9	35	40	43	40	40	
191	9	32	36	38	36	36	
191	9	37	42	45	42	42	
191	9	32	36	38	36	36	
191	9	39	44	47	44	44	
191	9	35	40	43	40	40	
191	9	39	44	47	44	44	
191	9	38	43	46	43	43	
191	9	32	36	38	36	36	
191	9	31	35	37	35	35	
191	9	36	41	44	41	41	
